cve_id,cwe_id,published_date,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,is_exploited,cve_age_days
CVE-2007-1966,CWE-287,2007-04-11 10:19:00.000,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,7005
CVE-2007-4043,CWE-287,2007-07-27 22:30:00.000,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,6898
CVE-2008-3738,CWE-287,2008-08-27 20:41:00.000,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,6501
CVE-2009-0130,CWE-287,2009-01-15 17:30:00.640,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,6360
CVE-2009-1596,CWE-287,2009-05-11 14:30:00.343,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,6244
CVE-2009-2168,CWE-287,2009-06-22 20:30:00.327,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,6202
CVE-2009-2382,CWE-287,2009-07-08 15:30:01.717,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,6186
CVE-2009-2422,CWE-287,2009-07-10 15:30:00.250,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,6184
CVE-2009-3421,CWE-287,2009-09-25 22:30:16.030,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,6107
CVE-2010-4478,CWE-287,2010-12-06 22:30:31.920,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,5670
CVE-2012-0931,CWE-287,2012-01-28 01:55:01.593,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,5252
CVE-2013-0625,CWE-287,2013-01-09 01:55:00.803,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,4905
CVE-2013-7137,CWE-287,2014-01-26 01:55:09.767,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,4523
CVE-2014-2005,CWE-287,2014-06-25 11:19:21.713,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,4373
CVE-2015-7755,CWE-287,2015-12-19 14:59:01.453,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,3831
CVE-2015-1772,CWE-287,2015-12-21 11:59:00.140,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3829
CVE-2015-6480,CWE-287,2015-12-21 11:59:05.093,8.3,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,LOW,0,3829
CVE-2015-7938,CWE-287,2016-01-09 02:59:11.877,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3810
CVE-2015-6314,CWE-287,2016-01-15 03:59:05.153,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3804
CVE-2015-7974,CWE-287,2016-01-26 19:59:00.107,7.7,NETWORK,LOW,LOW,NONE,CHANGED,NONE,HIGH,NONE,0,3793
CVE-2015-7521,CWE-287,2016-01-29 20:59:00.110,8.3,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,LOW,0,3790
CVE-2016-0755,CWE-287,2016-01-29 20:59:05.653,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3790
CVE-2015-8269,CWE-287,2016-02-04 11:59:00.113,7.5,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3784
CVE-2015-7914,"CWE-254,CWE-287",2016-02-06 05:59:00.180,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3782
CVE-2016-1307,"CWE-255,CWE-287",2016-02-07 11:59:03.880,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,3781
CVE-2016-1329,CWE-287,2016-03-03 11:59:00.117,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3756
CVE-2016-1356,"CWE-255,CWE-287",2016-03-03 22:59:13.333,3.7,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,3756
CVE-2016-2245,CWE-287,2016-03-19 15:59:01.363,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3740
CVE-2016-0733,CWE-287,2016-04-12 14:59:08.087,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3716
CVE-2016-2076,CWE-287,2016-04-15 14:59:10.067,7.6,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,LOW,LOW,0,3713
CVE-2016-2300,CWE-287,2016-04-22 00:59:01.370,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,3706
CVE-2016-1387,CWE-287,2016-05-05 21:59:04.423,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3693
CVE-2016-4422,CWE-287,2016-05-06 17:59:08.850,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3692
CVE-2016-2012,CWE-287,2016-05-07 10:59:09.423,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,3691
CVE-2016-1402,"CWE-119,CWE-287",2016-05-21 01:59:01.520,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3677
CVE-2016-2286,CWE-287,2016-05-31 01:59:05.947,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3667
CVE-2016-3094,"CWE-20,CWE-287",2016-06-01 20:59:05.060,5.9,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3666
CVE-2016-4432,CWE-287,2016-06-01 20:59:07.093,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3666
CVE-2016-4510,CWE-287,2016-06-09 10:59:03.043,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3658
CVE-2016-0916,CWE-287,2016-06-10 01:59:02.817,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3657
CVE-2016-3085,"CWE-254,CWE-287",2016-06-10 15:59:02.360,6.5,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,HIGH,NONE,0,3657
CVE-2016-1427,"CWE-200,CWE-287",2016-06-18 01:59:00.183,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3649
CVE-2016-4953,CWE-287,2016-07-05 01:59:00.143,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3632
CVE-2016-4503,CWE-287,2016-07-12 02:00:09.940,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3625
CVE-2016-5133,CWE-287,2016-07-23 19:59:15.937,5.3,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE,0,3614
CVE-2016-1278,CWE-287,2016-08-05 15:59:05.537,7.8,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3601
CVE-2015-6397,CWE-287,2016-08-08 00:59:01.267,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3598
CVE-2016-6377,CWE-287,2016-09-03 20:59:08.310,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3572
CVE-2016-7112,CWE-287,2016-09-06 00:59:00.117,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3569
CVE-2016-7114,CWE-287,2016-09-06 00:59:02.977,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3569
CVE-2016-1279,"CWE-200,CWE-287",2016-09-09 14:05:05.017,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3566
CVE-2016-0883,CWE-287,2016-09-18 02:59:00.150,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3557
CVE-2016-4860,CWE-287,2016-09-19 01:59:03.837,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3556
CVE-2016-4966,CWE-287,2016-09-21 14:25:07.720,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,3554
CVE-2016-6159,CWE-287,2016-09-21 14:25:18.830,7.5,ADJACENT_NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3554
CVE-2016-7191,CWE-287,2016-09-28 20:59:00.240,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3547
CVE-2016-7141,CWE-287,2016-10-03 21:59:08.300,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3542
CVE-2016-5086,CWE-287,2016-10-05 10:59:12.923,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3540
CVE-2016-5686,CWE-287,2016-10-05 10:59:14.267,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3540
CVE-2016-6434,CWE-287,2016-10-06 10:59:15.383,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3539
CVE-2016-1000214,"CWE-200,CWE-287",2016-10-25 14:29:06.260,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3520
CVE-2016-6397,CWE-287,2016-10-28 10:59:12.433,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3517
CVE-2016-6452,CWE-287,2016-11-03 21:59:07.873,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3511
CVE-2016-2944,CWE-287,2016-11-30 11:59:09.980,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3484
CVE-2016-9796,"CWE-264,CWE-287",2016-12-03 06:59:00.167,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3481
CVE-2016-4322,CWE-287,2016-12-13 20:59:00.173,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3471
CVE-2016-6474,CWE-287,2016-12-14 00:59:14.160,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3470
CVE-2016-6659,CWE-287,2016-12-23 05:59:00.127,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3461
CVE-2016-7144,CWE-287,2017-01-18 17:59:00.560,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3435
CVE-2017-5554,CWE-287,2017-01-23 07:59:00.627,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3430
CVE-2016-4484,CWE-287,2017-01-23 21:59:01.533,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3430
CVE-2017-3795,CWE-287,2017-01-26 07:59:00.343,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,3427
CVE-2016-3176,CWE-287,2017-01-31 19:59:00.183,5.6,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3422
CVE-2017-3791,CWE-287,2017-02-01 19:59:00.220,10.0,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH,0,3421
CVE-2017-2767,CWE-287,2017-02-03 07:59:00.593,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3419
CVE-2017-2768,CWE-287,2017-02-03 07:59:00.623,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3419
CVE-2016-1502,CWE-287,2017-02-07 17:59:00.240,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3415
CVE-2016-2403,CWE-287,2017-02-07 17:59:00.303,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3415
CVE-2017-2765,CWE-287,2017-02-08 17:59:00.153,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3414
CVE-2016-8347,CWE-287,2017-02-13 21:59:00.673,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3409
CVE-2016-8362,CWE-287,2017-02-13 21:59:01.050,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,3409
CVE-2016-9361,"CWE-287,CWE-307",2017-02-13 21:59:02.080,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3409
CVE-2016-9362,CWE-287,2017-02-13 21:59:02.110,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3409
CVE-2016-9369,"CWE-287,CWE-306",2017-02-13 21:59:02.300,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3409
CVE-2017-5152,CWE-287,2017-02-13 21:59:02.643,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3409
CVE-2016-1888,CWE-287,2017-02-15 15:59:00.403,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3407
CVE-2017-6343,CWE-287,2017-02-27 07:59:00.440,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3395
CVE-2017-6062,CWE-287,2017-03-02 06:59:00.230,8.6,NETWORK,LOW,NONE,NONE,CHANGED,NONE,HIGH,NONE,0,3392
CVE-2017-6413,CWE-287,2017-03-02 06:59:01.217,8.6,NETWORK,LOW,NONE,NONE,CHANGED,NONE,HIGH,NONE,0,3392
CVE-2017-6104,"CWE-287,CWE-434,CWE-732",2017-03-02 22:59:00.463,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3392
CVE-2016-7145,CWE-287,2017-03-07 15:59:00.360,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3387
CVE-2016-9729,CWE-287,2017-03-07 17:59:00.477,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,3387
CVE-2017-6549,CWE-287,2017-03-09 09:59:00.253,8.8,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3385
CVE-2017-6526,CWE-287,2017-03-09 19:59:00.143,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3385
CVE-2017-5619,CWE-287,2017-03-13 06:59:00.293,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3381
CVE-2016-8022,CWE-287,2017-03-14 22:59:01.040,7.5,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3380
CVE-2016-8023,CWE-287,2017-03-14 22:59:01.057,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3380
CVE-2017-3831,"CWE-264,CWE-287",2017-03-15 20:59:00.193,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3379
CVE-2017-3854,CWE-287,2017-03-15 20:59:00.257,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3379
CVE-2017-0100,CWE-287,2017-03-17 00:59:02.697,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3377
CVE-2017-6967,CWE-287,2017-03-17 09:59:00.413,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3377
CVE-2017-3867,CWE-287,2017-03-17 22:59:00.267,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3377
CVE-2017-3880,CWE-287,2017-03-17 22:59:00.610,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,3377
CVE-2016-4926,CWE-287,2017-03-20 20:59:00.157,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3374
CVE-2017-5237,CWE-287,2017-03-27 21:59:00.143,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3367
CVE-2016-9124,"CWE-287,CWE-307",2017-03-28 02:59:00.323,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3366
CVE-2016-9463,"CWE-287,CWE-303",2017-03-28 02:59:00.933,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3366
CVE-2017-2689,"CWE-285,CWE-287",2017-03-29 01:59:01.813,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3365
CVE-2016-10309,CWE-287,2017-03-30 07:59:00.267,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3364
CVE-2017-7450,CWE-287,2017-04-05 23:59:00.203,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3358
CVE-2007-6759,CWE-287,2017-04-07 21:59:00.163,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3356
CVE-2007-6760,CWE-287,2017-04-07 21:59:00.193,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3356
CVE-2015-2880,CWE-287,2017-04-10 03:59:00.200,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3353
CVE-2016-5068,CWE-287,2017-04-10 03:59:01.653,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3353
CVE-2016-1908,CWE-287,2017-04-11 18:59:00.167,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3352
CVE-2017-7588,CWE-287,2017-04-12 10:59:00.337,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3351
CVE-2017-7284,CWE-287,2017-04-12 22:59:00.867,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3351
CVE-2016-5410,CWE-287,2017-04-19 14:59:00.207,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,3344
CVE-2016-1219,CWE-287,2017-04-20 17:59:00.163,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3343
CVE-2017-6617,CWE-287,2017-04-20 22:59:00.823,5.4,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,LOW,NONE,0,3343
CVE-2017-8078,CWE-287,2017-04-23 16:59:00.283,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3340
CVE-2017-2319,CWE-287,2017-04-24 15:59:00.393,8.3,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,LOW,0,3339
CVE-2017-2329,CWE-287,2017-04-24 15:59:00.677,6.2,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3339
CVE-2017-2332,CWE-287,2017-04-24 15:59:00.770,8.8,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3339
CVE-2017-8223,CWE-287,2017-04-25 20:59:00.350,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3338
CVE-2017-2101,CWE-287,2017-04-28 16:59:00.730,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3335
CVE-2017-8403,CWE-287,2017-05-01 20:59:00.170,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3332
CVE-2017-6624,"CWE-264,CWE-287",2017-05-03 21:59:00.200,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,3330
CVE-2017-7909,"CWE-287,CWE-603",2017-05-06 00:29:00.273,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3327
CVE-2017-7921,CWE-287,2017-05-06 00:29:00.350,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,3327
CVE-2017-8827,CWE-287,2017-05-08 06:29:00.160,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,HIGH,0,3325
CVE-2017-8879,CWE-287,2017-05-10 14:29:00.937,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3323
CVE-2017-7937,CWE-287,2017-05-19 03:29:00.683,4.0,NETWORK,HIGH,NONE,NONE,CHANGED,NONE,LOW,NONE,0,3314
CVE-2017-9100,CWE-287,2017-05-21 04:29:00.180,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3312
CVE-2016-4863,CWE-287,2017-05-22 16:29:00.217,4.3,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,3311
CVE-2015-6817,CWE-287,2017-05-23 04:29:01.010,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3310
CVE-2014-0097,CWE-287,2017-05-25 17:29:00.160,7.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,LOW,0,3308
CVE-2014-3527,CWE-287,2017-05-25 17:29:00.257,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3308
CVE-2017-9148,CWE-287,2017-05-29 17:29:00.200,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3304
CVE-2014-9952,CWE-287,2017-06-06 14:29:00.767,7.8,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,3296
CVE-2014-8180,CWE-287,2017-06-06 18:29:00.167,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,0,3296
CVE-2017-7314,CWE-287,2017-06-07 13:29:00.250,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3295
CVE-2015-2800,CWE-287,2017-06-08 16:29:00.403,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3294
CVE-2016-7836,CWE-287,2017-06-09 16:29:01.267,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,3293
CVE-2017-9542,CWE-287,2017-06-11 23:29:00.167,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3291
CVE-2017-9552,"CWE-287,CWE-522",2017-06-13 13:29:00.173,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3289
CVE-2017-3745,CWE-287,2017-06-20 00:29:00.360,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3282
CVE-2017-3167,CWE-287,2017-06-20 01:29:00.330,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3282
CVE-2017-4989,CWE-287,2017-06-21 20:29:00.297,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3281
CVE-2015-1778,CWE-287,2017-06-27 20:29:00.400,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3275
CVE-2017-6034,"CWE-287,CWE-294",2017-06-30 03:29:00.453,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3272
CVE-2017-10709,CWE-287,2017-06-30 16:29:00.197,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3272
CVE-2017-10796,CWE-287,2017-07-02 22:29:00.230,6.5,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3270
CVE-2017-7919,CWE-287,2017-07-03 19:29:00.207,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3269
CVE-2017-6703,CWE-287,2017-07-04 00:29:00.400,5.9,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,LOW,NONE,0,3268
CVE-2017-6722,CWE-287,2017-07-04 00:29:00.697,6.1,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,0,3268
CVE-2017-10807,CWE-287,2017-07-04 15:29:00.187,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3268
CVE-2017-1258,CWE-287,2017-07-05 13:29:00.313,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,3267
CVE-2017-1264,CWE-287,2017-07-05 18:29:00.527,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,3267
CVE-2017-6711,CWE-287,2017-07-06 00:29:00.457,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,3266
CVE-2017-7405,CWE-287,2017-07-07 12:29:00.293,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3265
CVE-2017-2186,CWE-287,2017-07-07 13:29:00.413,8.8,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3265
CVE-2017-6868,CWE-287,2017-07-07 17:29:00.340,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3265
CVE-2017-7660,CWE-287,2017-07-07 19:29:00.197,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,3265
CVE-2017-5640,CWE-287,2017-07-10 20:29:00.237,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3262
CVE-2017-8495,CWE-287,2017-07-11 21:29:00.593,7.5,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3261
CVE-2016-8951,CWE-287,2017-07-13 15:29:00.223,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3259
CVE-2017-1000020,CWE-287,2017-07-17 13:18:16.547,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3255
CVE-2017-1000030,CWE-287,2017-07-17 13:18:16.907,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,3255
CVE-2017-1000068,CWE-287,2017-07-17 13:18:18.157,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,3255
