cve_id,cwe_id,published_date,base_score,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,is_exploited,cve_age_days
CVE-2023-37881,CWE-863,2023-09-12 09:15:08.397,4.9,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,1007
CVE-2023-40611,CWE-863,2023-09-12 12:15:08.200,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,1007
CVE-2023-20190,"CWE-264,CWE-863",2023-09-13 17:15:09.357,5.8,NETWORK,LOW,NONE,NONE,CHANGED,NONE,LOW,NONE,0,1006
CVE-2023-20191,"CWE-284,CWE-863",2023-09-13 17:15:09.440,5.8,NETWORK,LOW,NONE,NONE,CHANGED,NONE,LOW,NONE,0,1006
CVE-2023-4814,"CWE-250,CWE-863",2023-09-14 07:15:41.283,7.1,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,0,1005
CVE-2022-47553,"CWE-285,CWE-863",2023-09-19 13:16:18.183,8.6,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,NONE,NONE,0,1000
CVE-2023-4853,"CWE-148,CWE-863",2023-09-20 10:15:14.947,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,999
CVE-2023-41078,CWE-863,2023-09-27 15:19:26.683,5.5,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE,0,992
CVE-2023-3920,CWE-863,2023-09-29 07:15:13.777,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,990
CVE-2023-5159,CWE-863,2023-09-29 10:15:10.530,3.8,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,LOW,0,990
CVE-2023-5193,CWE-863,2023-09-29 10:15:10.687,4.9,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,990
CVE-2023-5194,CWE-863,2023-09-29 10:15:10.757,2.7,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,NONE,LOW,0,990
CVE-2023-5195,CWE-863,2023-09-29 10:15:10.823,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,0,990
CVE-2023-4997,CWE-863,2023-10-04 11:15:10.563,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,985
CVE-2023-1832,"CWE-284,CWE-863",2023-10-04 14:15:10.370,6.8,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,NONE,HIGH,0,985
CVE-2022-3248,CWE-863,2023-10-05 14:15:09.650,4.4,NETWORK,HIGH,HIGH,NONE,UNCHANGED,NONE,HIGH,NONE,0,984
CVE-2023-44860,CWE-863,2023-10-06 23:15:11.120,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,0,983
CVE-2023-36556,CWE-863,2023-10-10 17:15:12.140,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,979
CVE-2023-35653,CWE-863,2023-10-11 20:15:10.233,4.4,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,978
CVE-2023-40829,CWE-863,2023-10-12 05:15:46.863,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,977
CVE-2023-38218,CWE-863,2023-10-13 07:15:40.047,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,976
CVE-2023-29484,CWE-863,2023-10-16 20:15:14.423,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,973
CVE-2023-43119,"CWE-284,CWE-863",2023-10-16 20:15:15.160,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,973
CVE-2023-34051,CWE-863,2023-10-20 05:15:07.943,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,969
CVE-2023-43508,CWE-863,2023-10-25 18:17:31.990,6.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,0,964
CVE-2023-43961,CWE-863,2023-10-25 18:17:32.357,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,964
CVE-2023-46125,"CWE-200,CWE-863",2023-10-25 18:17:36.470,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,964
CVE-2023-46754,CWE-863,2023-10-26 05:15:26.173,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,963
CVE-2023-21311,CWE-863,2023-10-30 17:15:48.453,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,959
CVE-2023-47090,CWE-863,2023-10-30 17:15:52.467,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,959
CVE-2023-21390,CWE-863,2023-10-30 18:15:09.643,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,959
CVE-2023-45899,CWE-863,2023-10-31 02:15:07.957,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,958
CVE-2023-22518,CWE-863,2023-10-31 15:15:08.573,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,1,958
CVE-2023-20048,"CWE-269,CWE-863",2023-11-01 18:15:08.907,9.9,NETWORK,LOW,LOW,NONE,CHANGED,HIGH,LOW,HIGH,0,957
CVE-2023-5352,"CWE-683,CWE-863",2023-11-06 21:15:09.723,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,952
CVE-2023-42541,"CWE-285,CWE-863",2023-11-07 08:15:19.953,4.0,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,951
CVE-2023-46244,CWE-863,2023-11-07 19:15:10.923,9.1,NETWORK,LOW,HIGH,NONE,CHANGED,HIGH,HIGH,HIGH,0,951
CVE-2023-5509,CWE-863,2023-11-20 19:15:09.813,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW,0,938
CVE-2023-5799,CWE-863,2023-11-20 19:15:10.070,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW,0,938
CVE-2023-42006,CWE-863,2023-12-01 17:15:07.297,8.4,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,927
CVE-2023-49947,CWE-863,2023-12-03 19:15:08.280,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,925
CVE-2023-33071,"CWE-284,CWE-863",2023-12-05 03:15:12.433,8.4,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,923
CVE-2023-42569,CWE-863,2023-12-05 03:15:17.237,4.0,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,923
CVE-2023-42575,CWE-863,2023-12-05 03:15:18.273,5.4,PHYSICAL,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,0,923
CVE-2023-49239,CWE-863,2023-12-06 09:15:08.290,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,922
CVE-2023-49240,"CWE-601,CWE-863",2023-12-06 09:15:08.330,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,922
CVE-2023-48859,CWE-863,2023-12-06 15:15:06.967,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,922
CVE-2023-50457,CWE-863,2023-12-10 19:15:07.687,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,918
CVE-2023-36646,CWE-863,2023-12-12 00:15:28.757,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,916
CVE-2023-6542,CWE-863,2023-12-12 02:15:09.347,7.1,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,916
CVE-2020-10676,CWE-863,2023-12-12 17:15:07.580,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,916
CVE-2023-6355,"CWE-1253,CWE-863",2023-12-18 22:15:10.540,6.8,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,910
CVE-2023-50705,"CWE-200,CWE-863",2023-12-20 00:15:09.257,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,908
CVE-2023-50732,CWE-863,2023-12-21 20:15:07.900,8.3,NETWORK,LOW,NONE,NONE,CHANGED,LOW,LOW,LOW,0,907
CVE-2023-51379,CWE-863,2023-12-21 21:15:13.480,4.9,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,HIGH,NONE,0,907
CVE-2023-51380,CWE-863,2023-12-21 21:15:13.757,2.7,NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,NONE,NONE,0,907
CVE-2023-49949,CWE-863,2023-12-26 14:15:07.277,8.1,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,902
CVE-2023-5644,CWE-863,2023-12-26 19:15:07.843,7.6,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,LOW,0,902
CVE-2023-41779,"CWE-119,CWE-863",2024-01-03 02:15:43.217,4.4,LOCAL,HIGH,LOW,REQUIRED,UNCHANGED,NONE,NONE,HIGH,0,894
CVE-2023-5356,CWE-863,2024-01-12 14:15:48.707,7.3,NETWORK,HIGH,HIGH,REQUIRED,CHANGED,HIGH,HIGH,NONE,0,885
CVE-2023-52111,"CWE-287,CWE-863",2024-01-16 08:15:08.960,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,881
CVE-2022-0775,CWE-863,2024-01-16 16:15:09.367,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,881
CVE-2024-23675,"CWE-284,CWE-863",2024-01-22 21:15:10.263,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,875
CVE-2024-22938,CWE-863,2024-01-30 01:16:00.077,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,867
CVE-2024-24573,CWE-863,2024-01-31 23:15:08.560,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,866
CVE-2023-32967,"CWE-285,CWE-863",2024-02-02 16:15:46.573,5.0,NETWORK,LOW,LOW,NONE,CHANGED,LOW,NONE,NONE,0,864
CVE-2024-20828,CWE-863,2024-02-06 03:15:11.010,2.4,PHYSICAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,860
CVE-2024-24824,"CWE-284,CWE-863",2024-02-07 18:15:55.330,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,859
CVE-2024-24774,CWE-863,2024-02-09 15:15:08.343,3.4,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,NONE,NONE,0,857
CVE-2023-6036,CWE-863,2024-02-12 16:15:07.983,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,854
CVE-2024-25108,"CWE-280,CWE-285,CWE-863",2024-02-12 20:15:08.590,9.9,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,LOW,LOW,0,854
CVE-2024-23833,"CWE-22,CWE-863",2024-02-12 21:15:08.760,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,854
CVE-2024-24751,"CWE-284,CWE-863",2024-02-13 19:15:10.950,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,853
CVE-2023-6152,CWE-863,2024-02-13 22:15:45.430,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW,0,853
CVE-2024-24966,CWE-863,2024-02-14 17:15:15.213,6.2,LOCAL,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,852
CVE-2024-1482,CWE-863,2024-02-14 20:15:45.690,7.1,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,HIGH,NONE,0,852
CVE-2024-0017,CWE-863,2024-02-16 20:15:47.513,5.5,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,0,850
CVE-2024-21987,"CWE-285,CWE-863",2024-02-16 21:15:08.053,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,850
CVE-2024-25149,CWE-863,2024-02-20 07:15:10.557,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,846
CVE-2024-25604,CWE-863,2024-02-20 09:15:09.057,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,846
CVE-2024-1155,"CWE-276,CWE-863",2024-02-20 15:15:09.703,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,846
CVE-2024-1156,"CWE-276,CWE-863",2024-02-20 15:15:09.910,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,846
CVE-2023-42860,CWE-863,2024-02-21 07:15:49.827,5.5,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE,0,845
CVE-2024-24773,CWE-863,2024-02-28 12:15:47.477,4.9,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,838
CVE-2024-20291,"CWE-284,CWE-863",2024-02-29 01:43:59.000,5.8,NETWORK,LOW,NONE,NONE,CHANGED,NONE,LOW,NONE,0,837
CVE-2024-28174,CWE-863,2024-03-06 17:15:11.397,5.8,NETWORK,LOW,NONE,NONE,CHANGED,NONE,LOW,NONE,0,831
CVE-2024-24761,CWE-863,2024-03-06 18:15:46.620,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,831
CVE-2024-27288,CWE-863,2024-03-06 19:15:07.933,6.3,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,LOW,LOW,0,831
CVE-2024-27915,CWE-863,2024-03-06 20:15:47.930,6.8,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,831
CVE-2024-0199,CWE-863,2024-03-07 01:15:52.233,7.7,NETWORK,HIGH,LOW,REQUIRED,CHANGED,HIGH,HIGH,NONE,0,830
CVE-2024-28229,CWE-863,2024-03-07 12:15:47.123,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,830
CVE-2024-1452,CWE-863,2024-03-13 16:15:22.643,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,824
CVE-2024-1479,CWE-863,2024-03-13 16:15:23.013,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,824
CVE-2023-50726,"CWE-269,CWE-863",2024-03-13 21:15:54.797,6.4,NETWORK,LOW,LOW,NONE,CHANGED,NONE,LOW,LOW,0,824
CVE-2024-2557,"CWE-285,CWE-863",2024-03-17 09:15:07.007,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,820
CVE-2024-27933,CWE-863,2024-03-21 02:52:22.197,8.2,LOCAL,LOW,HIGH,NONE,CHANGED,HIGH,HIGH,HIGH,0,816
CVE-2024-23451,CWE-863,2024-03-27 18:15:10.330,4.4,NETWORK,HIGH,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,810
CVE-2024-29892,CWE-863,2024-03-27 20:15:08.303,6.1,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,0,810
CVE-2024-31134,CWE-863,2024-03-28 15:15:46.973,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,809
CVE-2024-30260,"CWE-285,CWE-863",2024-04-04 16:15:08.877,3.9,NETWORK,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,LOW,LOW,0,802
CVE-2024-3388,"CWE-269,CWE-863",2024-04-10 17:15:57.970,4.1,NETWORK,LOW,LOW,REQUIRED,CHANGED,NONE,LOW,NONE,0,796
CVE-2024-1307,CWE-863,2024-04-15 05:15:14.813,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,791
CVE-2024-31990,CWE-863,2024-04-15 20:15:11.127,4.8,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,NONE,NONE,HIGH,0,791
CVE-2023-51405,"CWE-287,CWE-863",2024-04-24 16:15:08.490,8.2,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,LOW,0,782
CVE-2024-4006,CWE-863,2024-04-25 14:15:09.667,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,781
CVE-2024-27798,CWE-863,2024-05-14 15:13:03.593,7.8,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,762
CVE-2024-31441,CWE-863,2024-05-14 15:25:18.967,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,762
CVE-2024-3722,CWE-863,2024-05-14 15:42:06.500,5.4,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,NONE,0,762
CVE-2024-34434,CWE-863,2024-05-17 09:15:44.170,6.5,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,LOW,NONE,0,759
CVE-2024-27312,CWE-863,2024-05-20 13:15:23.773,8.1,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,756
CVE-2024-5258,"CWE-639,CWE-863",2024-05-23 11:15:24.640,4.4,NETWORK,HIGH,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,0,753
CVE-2024-36037,CWE-863,2024-05-27 18:15:10.407,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,749
CVE-2024-36364,CWE-863,2024-05-29 14:15:22.637,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,747
CVE-2024-36365,CWE-863,2024-05-29 14:15:22.907,6.8,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,747
CVE-2024-36376,CWE-863,2024-05-29 14:15:25.343,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,747
CVE-2024-23669,"CWE-20,CWE-863",2024-06-05 08:15:09.537,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,740
CVE-2024-37154,"CWE-285,CWE-863",2024-06-06 19:15:58.683,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,0,739
CVE-2024-4146,CWE-863,2024-06-08 20:15:52.117,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,737
CVE-2024-27848,"CWE-277,CWE-863",2024-06-10 21:15:51.530,7.8,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,0,735
CVE-2024-2473,CWE-863,2024-06-11 03:15:10.183,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,734
CVE-2024-31402,CWE-863,2024-06-11 06:15:10.650,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,734
CVE-2024-34130,CWE-863,2024-06-13 12:15:12.030,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,732
CVE-2024-4390,"CWE-269,CWE-863",2024-06-20 04:15:17.857,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,725
CVE-2024-38369,CWE-863,2024-06-24 17:15:10.593,9.9,NETWORK,LOW,LOW,NONE,CHANGED,HIGH,HIGH,HIGH,0,721
CVE-2024-4011,CWE-863,2024-06-27 00:15:11.643,3.1,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,718
CVE-2024-6323,CWE-863,2024-06-27 00:15:13.130,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,718
CVE-2024-39352,CWE-863,2024-06-28 06:15:06.223,4.9,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,HIGH,NONE,0,717
CVE-2024-39324,"CWE-1220,CWE-863",2024-07-02 21:15:11.213,3.8,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,LOW,LOW,0,713
CVE-2024-2231,CWE-863,2024-07-03 06:15:03.147,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,712
CVE-2024-39696,CWE-863,2024-07-05 19:15:10.673,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,710
CVE-2024-5816,CWE-863,2024-07-16 22:15:05.657,5.3,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,699
CVE-2024-5817,CWE-863,2024-07-16 22:15:05.840,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,699
CVE-2024-7062,CWE-863,2024-07-26 12:15:03.873,8.8,LOCAL,LOW,LOW,NONE,CHANGED,HIGH,HIGH,HIGH,0,689
CVE-2024-6695,CWE-863,2024-07-31 06:15:04.237,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,684
CVE-2024-38884,"CWE-592,CWE-863",2024-08-02 18:16:19.487,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,682
CVE-2024-6202,CWE-863,2024-08-06 06:15:35.487,9.8,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,678
CVE-2024-6358,CWE-863,2024-08-06 13:15:56.547,6.3,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,LOW,HIGH,NONE,0,678
CVE-2024-42062,CWE-863,2024-08-07 08:16:12.250,7.2,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,677
CVE-2024-7265,CWE-863,2024-08-07 11:15:45.757,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,677
CVE-2024-7266,CWE-863,2024-08-07 11:15:46.077,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,677
CVE-2024-42473,CWE-863,2024-08-12 13:38:35.680,7.5,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,672
CVE-2024-7624,"CWE-285,CWE-863",2024-08-15 03:15:05.070,8.1,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,669
CVE-2024-39690,CWE-863,2024-08-20 15:15:21.340,8.4,ADJACENT_NETWORK,LOW,LOW,REQUIRED,CHANGED,HIGH,HIGH,HIGH,0,664
CVE-2024-6337,CWE-863,2024-08-20 20:15:09.033,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,664
CVE-2024-7711,CWE-863,2024-08-20 20:15:10.173,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,664
CVE-2024-7604,CWE-863,2024-08-21 16:15:10.330,7.8,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,663
CVE-2024-7836,CWE-863,2024-08-22 03:15:04.353,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,662
CVE-2024-3127,"CWE-284,CWE-863",2024-08-22 16:15:08.590,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,0,662
CVE-2024-8011,CWE-863,2024-08-25 12:15:03.940,5.5,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,659
CVE-2024-43954,CWE-863,2024-08-29 16:15:09.383,6.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,LOW,LOW,0,655
CVE-2024-41964,CWE-863,2024-08-29 17:15:07.980,8.1,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,0,655
CVE-2024-38868,CWE-863,2024-08-30 18:15:06.957,7.6,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,HIGH,LOW,0,654
CVE-2024-45509,"CWE-284,CWE-863",2024-09-01 22:15:14.053,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,652
CVE-2024-45588,CWE-863,2024-09-03 11:15:15.333,8.1,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,0,650
CVE-2024-34642,CWE-863,2024-09-04 06:15:12.730,4.6,PHYSICAL,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,0,649
CVE-2024-34650,CWE-863,2024-09-04 06:15:14.583,4.0,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,649
CVE-2024-34651,CWE-863,2024-09-04 06:15:14.810,6.2,LOCAL,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,0,649
CVE-2024-34652,CWE-863,2024-09-04 06:15:15.040,4.0,LOCAL,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,0,649
CVE-2024-8601,"CWE-639,CWE-863",2024-09-09 10:15:03.027,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,644
CVE-2024-4465,CWE-863,2024-09-11 15:15:18.490,6.0,NETWORK,HIGH,LOW,NONE,CHANGED,LOW,LOW,LOW,0,642
CVE-2024-8691,CWE-863,2024-09-11 17:15:14.587,7.1,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,LOW,0,642
CVE-2024-2743,CWE-863,2024-09-12 17:15:04.177,5.3,NETWORK,HIGH,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,0,641
CVE-2024-46918,CWE-863,2024-09-15 20:15:02.390,4.9,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,NONE,NONE,0,638
CVE-2024-47160,CWE-863,2024-09-19 18:15:10.013,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,634
CVE-2024-47060,"CWE-200,CWE-863",2024-09-20 00:15:03.767,4.3,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,0,633
CVE-2024-8606,CWE-863,2024-09-23 07:15:02.233,8.8,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,630
CVE-2024-6592,"CWE-306,CWE-863",2024-09-25 12:15:05.027,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,628
CVE-2024-6593,CWE-863,2024-09-25 12:15:05.217,9.1,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,0,628
CVE-2024-6512,CWE-863,2024-09-25 14:15:05.560,6.5,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE,0,628
CVE-2024-47078,"CWE-287,CWE-863",2024-09-25 16:15:10.907,8.1,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,0,628
CVE-2024-20510,CWE-863,2024-09-25 17:15:18.470,4.7,ADJACENT_NETWORK,LOW,NONE,NONE,CHANGED,NONE,LOW,NONE,0,628
CVE-2024-8974,"CWE-684,CWE-863",2024-09-26 23:15:03.083,2.6,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,LOW,NONE,NONE,0,627
